id,name,Type,Gender,Skin,Attribute Count,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Attribute 7
8837,Punk #8837,Human,Female,Medium,3,Purple Eye Shadow,Headband,Hot Lipstick,,,,
8838,Punk #8838,Human,Male,Medium,3,Knitted Cap,3D Glasses,Mole,,,,
8839,Punk #8839,Human,Male,Albino,4,Cigarette,Luxurious Beard,Classic Shades,Shaved Head,,,
8840,Punk #8840,Human,Male,Medium,3,Beanie,Frown,Mustache,,,,
8841,Punk #8841,Human,Female,Albino,3,Tassle Hat,Blue Eye Shadow,Black Lipstick,,,,
8842,Punk #8842,Human,Female,Dark,3,Tiara,Classic Shades,Purple Lipstick,,,,
8843,Punk #8843,Human,Male,Medium,2,Front Beard,Mohawk,,,,,
8844,Punk #8844,Human,Male,Light,5,Cigarette,Luxurious Beard,Fedora,Earring,Nerd Glasses,,
8845,Punk #8845,Human,Male,Medium,3,Cigarette,Do-rag,3D Glasses,,,,
8846,Punk #8846,Human,Female,Medium,3,Clown Nose,Gold Chain,Frumpy Hair,,,,
8847,Punk #8847,Human,Female,Light,3,Orange Side,Purple Lipstick,Cigarette,,,,
8848,Punk #8848,Human,Male,Dark,3,Cigarette,Eye Mask,Peak Spike,,,,
8849,Punk #8849,Human,Female,Light,3,Horned Rim Glasses,Pink With Hat,Hot Lipstick,,,,
8850,Punk #8850,Human,Female,Light,3,Blonde Short,Purple Lipstick,Earring,,,,
8851,Punk #8851,Human,Male,Dark,3,Beanie,Shadow Beard,Eye Patch,,,,
8852,Punk #8852,Human,Male,Dark,3,Stringy Hair,Normal Beard Black,Horned Rim Glasses,,,,
8853,Punk #8853,Human,Male,Light,4,Stringy Hair,Front Beard Dark,Pipe,Regular Shades,,,
8854,Punk #8854,Human,Female,Albino,2,Knitted Cap,Big Shades,,,,,
8855,Punk #8855,Human,Female,Light,3,Vape,Mohawk,Hot Lipstick,,,,
8856,Punk #8856,Human,Female,Dark,2,Eye Mask,Blonde Bob,,,,,
8857,Punk #8857,Zombie,Male,,2,Wild Hair,3D Glasses,,,,,
8858,Punk #8858,Human,Female,Dark,3,Bandana,Clown Eyes Green,Earring,,,,
8859,Punk #8859,Human,Male,Albino,2,Eye Mask,Shaved Head,,,,,
8860,Punk #8860,Human,Male,Medium,3,Cigarette,Luxurious Beard,Hoodie,,,,
8861,Punk #8861,Human,Male,Light,4,Chinstrap,Earring,Mohawk,Small Shades,,,
8862,Punk #8862,Human,Female,Medium,4,Big Shades,Black Lipstick,Gold Chain,Dark Hair,,,
8863,Punk #8863,Human,Male,Dark,3,Chinstrap,VR,Mohawk Dark,,,,
8864,Punk #8864,Human,Male,Medium,3,Police Cap,Goat,Pipe,,,,
8865,Punk #8865,Human,Male,Albino,2,Beanie,Horned Rim Glasses,,,,,
8866,Punk #8866,Human,Male,Medium,4,Luxurious Beard,Wild Hair,Earring,Horned Rim Glasses,,,
8867,Punk #8867,Human,Female,Dark,4,Pink With Hat,Medical Mask,Purple Lipstick,Rosy Cheeks,,,
8868,Punk #8868,Human,Male,Light,3,Hoodie,Shadow Beard,3D Glasses,,,,
8869,Punk #8869,Human,Male,Dark,3,Bandana,Muttonchops,Regular Shades,,,,
8870,Punk #8870,Human,Male,Light,5,Cigarette,Luxurious Beard,Big Shades,Earring,Top Hat,,
8871,Punk #8871,Human,Male,Light,4,Stringy Hair,Front Beard,Earring,Small Shades,,,
8872,Punk #8872,Human,Male,Light,4,Police Cap,Big Shades,Mustache,Earring,,,
8873,Punk #8873,Human,Female,Dark,3,Purple Eye Shadow,Blonde Short,Purple Lipstick,,,,
8874,Punk #8874,Human,Female,Light,3,Mole,Knitted Cap,Purple Eye Shadow,,,,
8875,Punk #8875,Human,Male,Medium,3,Cigarette,Frown,Top Hat,,,,
8876,Punk #8876,Human,Male,Light,3,Mohawk Thin,Earring,Horned Rim Glasses,,,,
8877,Punk #8877,Human,Male,Medium,3,Hoodie,Handlebars,Regular Shades,,,,
8878,Punk #8878,Human,Male,Albino,3,Cigarette,Bandana,Normal Beard,,,,
8879,Punk #8879,Human,Male,Light,3,Classic Shades,Mustache,Crazy Hair,,,,
8880,Punk #8880,Human,Female,Light,2,Purple Eye Shadow,Half Shaved,,,,,
8881,Punk #8881,Human,Male,Medium,3,Top Hat,Medical Mask,Eye Patch,,,,
8882,Punk #8882,Human,Male,Dark,4,Stringy Hair,Buck Teeth,Chinstrap,Earring,,,
8883,Punk #8883,Human,Female,Dark,3,Messy Hair,Eye Mask,Hot Lipstick,,,,
8884,Punk #8884,Human,Female,Medium,4,Pilot Helmet,Purple Lipstick,Rosy Cheeks,Earring,,,
8885,Punk #8885,Human,Female,Medium,3,Blue Eye Shadow,Black Lipstick,Stringy Hair,,,,
8886,Punk #8886,Human,Female,Light,4,Tiara,Purple Eye Shadow,Hot Lipstick,Earring,,,
8887,Punk #8887,Human,Female,Dark,4,Horned Rim Glasses,Straight Hair Blonde,Purple Lipstick,Cigarette,,,
8888,Punk #8888,Human,Female,Dark,2,Red Mohawk,Eye Mask,,,,,
8889,Punk #8889,Human,Male,Dark,5,Luxurious Beard,Peak Spike,Vape,Classic Shades,Smile,,
8890,Punk #8890,Human,Female,Light,2,Tassle Hat,Eye Patch,,,,,
8891,Punk #8891,Human,Female,Dark,2,Frumpy Hair,Rosy Cheeks,,,,,
8892,Punk #8892,Human,Male,Light,3,Muttonchops,Do-rag,Small Shades,,,,
8893,Punk #8893,Human,Female,Medium,3,Messy Hair,Hot Lipstick,VR,,,,
8894,Punk #8894,Human,Male,Light,2,Mohawk,Mole,,,,,
8895,Punk #8895,Human,Female,Medium,3,Messy Hair,Hot Lipstick,Clown Eyes Blue,,,,
8896,Punk #8896,Human,Female,Medium,4,Wild White Hair,Clown Eyes Green,Hot Lipstick,Cigarette,,,
8897,Punk #8897,Human,Male,Medium,3,Big Shades,Normal Beard,Mohawk Dark,,,,
8898,Punk #8898,Human,Male,Dark,3,Nerd Glasses,Goat,Top Hat,,,,
8899,Punk #8899,Human,Male,Medium,3,Stringy Hair,Buck Teeth,3D Glasses,,,,
8900,Punk #8900,Human,Male,Light,2,Cap Forward,Buck Teeth,,,,,
8901,Punk #8901,Human,Male,Medium,3,Handlebars,Earring,Mohawk Dark,,,,
8902,Punk #8902,Human,Male,Medium,2,Normal Beard,Small Shades,,,,,
8903,Punk #8903,Human,Female,Medium,3,Bandana,Hot Lipstick,Earring,,,,
8904,Punk #8904,Human,Female,Light,4,Cap,Clown Nose,Pipe,Purple Eye Shadow,,,
8905,Punk #8905,Human,Female,Medium,3,Mole,Wild Hair,Clown Eyes Blue,,,,
8906,Punk #8906,Human,Female,Medium,3,Welding Goggles,Hot Lipstick,Stringy Hair,,,,
8907,Punk #8907,Human,Female,Medium,3,Horned Rim Glasses,Pink With Hat,Earring,,,,
8908,Punk #8908,Human,Male,Light,4,Front Beard,Mohawk Thin,Smile,Small Shades,,,
8909,Punk #8909,Zombie,Male,,3,Luxurious Beard,Police Cap,Regular Shades,,,,
8910,Punk #8910,Human,Male,Light,2,Police Cap,Nerd Glasses,,,,,
8911,Punk #8911,Human,Male,Dark,3,Big Shades,Normal Beard,Mohawk Dark,,,,
8912,Punk #8912,Human,Female,Light,3,Purple Eye Shadow,Hot Lipstick,Wild Blonde,,,,
8913,Punk #8913,Human,Male,Medium,2,Vampire Hair,Big Shades,,,,,
8914,Punk #8914,Human,Male,Light,3,Big Shades,Chinstrap,Headband,,,,
8915,Punk #8915,Human,Male,Light,3,Frumpy Hair,Earring,Small Shades,,,,
8916,Punk #8916,Human,Female,Dark,3,Purple Eye Shadow,Pigtails,Cigarette,,,,
8917,Punk #8917,Human,Female,Dark,3,Gold Chain,Headband,Cigarette,,,,
8918,Punk #8918,Human,Male,Light,4,Stringy Hair,Earring,Nerd Glasses,Smile,,,
8919,Punk #8919,Human,Male,Dark,3,Big Shades,Shadow Beard,Do-rag,,,,
8920,Punk #8920,Human,Male,Dark,4,Stringy Hair,Cigarette,Buck Teeth,Clown Eyes Green,,,
8921,Punk #8921,Human,Male,Medium,4,Cigarette,Police Cap,Front Beard Dark,Nerd Glasses,,,
8922,Punk #8922,Human,Female,Dark,2,Hot Lipstick,Classic Shades,,,,,
8923,Punk #8923,Human,Female,Albino,2,Messy Hair,Horned Rim Glasses,,,,,
8924,Punk #8924,Human,Female,Light,3,Black Lipstick,Horned Rim Glasses,Headband,,,,
8925,Punk #8925,Human,Male,Medium,4,Cigarette,Horned Rim Glasses,Smile,Do-rag,,,
8926,Punk #8926,Human,Male,Dark,3,Bandana,Classic Shades,Smile,,,,
8927,Punk #8927,Human,Male,Light,2,Bandana,Silver Chain,,,,,
8928,Punk #8928,Human,Female,Medium,2,Hot Lipstick,VR,,,,,
8929,Punk #8929,Human,Male,Medium,5,Normal Beard Black,Big Shades,Earring,Do-rag,Mole,,
8930,Punk #8930,Human,Male,Light,3,Earring,Crazy Hair,Small Shades,,,,
8931,Punk #8931,Human,Male,Medium,4,Shadow Beard,Vape,Do-rag,Small Shades,,,
8932,Punk #8932,Human,Female,Dark,4,Hot Lipstick,Half Shaved,Earring,Clown Eyes Blue,,,
8933,Punk #8933,Human,Female,Light,2,Pipe,Dark Hair,,,,,
8934,Punk #8934,Human,Male,Light,3,Police Cap,Muttonchops,Horned Rim Glasses,,,,
8935,Punk #8935,Human,Male,Light,3,Cigarette,Fedora,Smile,,,,
8936,Punk #8936,Human,Female,Medium,3,Medical Mask,Wild Hair,Earring,,,,
8937,Punk #8937,Human,Female,Light,3,Horned Rim Glasses,Hot Lipstick,Frumpy Hair,,,,
8938,Punk #8938,Human,Male,Light,2,Bandana,Front Beard Dark,,,,,
8939,Punk #8939,Human,Female,Light,3,Black Lipstick,Purple Eye Shadow,Straight Hair,,,,
8940,Punk #8940,Human,Male,Dark,3,Chinstrap,Smile,Shaved Head,,,,
8941,Punk #8941,Human,Male,Light,2,Mustache,Headband,,,,,
8942,Punk #8942,Human,Female,Medium,2,Blue Eye Shadow,Stringy Hair,,,,,
8943,Punk #8943,Human,Male,Medium,3,Vape,Small Shades,Mohawk Dark,,,,
8944,Punk #8944,Human,Female,Dark,3,Clown Eyes Green,Crazy Hair,Earring,,,,
8945,Punk #8945,Human,Male,Medium,3,Earring,Mohawk Dark,Mole,,,,
8946,Punk #8946,Human,Male,Dark,2,Bandana,Rosy Cheeks,,,,,
8947,Punk #8947,Human,Male,Light,3,Eye Mask,Earring,Crazy Hair,,,,
8948,Punk #8948,Human,Male,Dark,3,Spots,Classic Shades,Mohawk Dark,,,,
8949,Punk #8949,Human,Male,Dark,4,Frumpy Hair,Vape,Classic Shades,Earring,,,
8950,Punk #8950,Human,Female,Light,4,Knitted Cap,Hot Lipstick,Cigarette,Nerd Glasses,,,
8951,Punk #8951,Human,Male,Albino,3,Chinstrap,VR,Do-rag,,,,
8952,Punk #8952,Human,Female,Medium,3,Black Lipstick,Bandana,Regular Shades,,,,
8953,Punk #8953,Human,Male,Light,2,Wild Hair,Medical Mask,,,,,
8954,Punk #8954,Human,Female,Medium,3,Messy Hair,Black Lipstick,Horned Rim Glasses,,,,
8955,Punk #8955,Human,Female,Light,3,Eye Mask,Black Lipstick,Half Shaved,,,,
8956,Punk #8956,Human,Male,Light,2,Vape,Mohawk,,,,,
8957,Punk #8957,Zombie,Male,,2,Frumpy Hair,Luxurious Beard,,,,,
8958,Punk #8958,Human,Male,Albino,3,Beanie,Shadow Beard,Horned Rim Glasses,,,,
8959,Punk #8959,Human,Female,Dark,3,Knitted Cap,Green Eye Shadow,Earring,,,,
8960,Punk #8960,Human,Male,Medium,3,Handlebars,Nerd Glasses,Mohawk Dark,,,,
8961,Punk #8961,Human,Female,Albino,2,Blue Eye Shadow,Mohawk Dark,,,,,
8962,Punk #8962,Human,Female,Light,2,Tassle Hat,Nerd Glasses,,,,,
8963,Punk #8963,Human,Male,Medium,4,Cigarette,Handlebars,Shaved Head,Clown Eyes Green,,,
8964,Punk #8964,Human,Female,Medium,2,Big Shades,Half Shaved,,,,,
8965,Punk #8965,Human,Male,Medium,4,Luxurious Beard,Big Shades,Earring,Knitted Cap,,,
8966,Punk #8966,Human,Female,Medium,2,Orange Side,Purple Lipstick,,,,,
8967,Punk #8967,Human,Male,Albino,3,Hoodie,Big Shades,Vape,,,,
8968,Punk #8968,Human,Male,Light,3,Hoodie,Muttonchops,Regular Shades,,,,
8969,Punk #8969,Human,Male,Medium,4,Police Cap,Earring,Normal Beard,VR,,,
8970,Punk #8970,Human,Male,Dark,2,Muttonchops,Mohawk Dark,,,,,
8971,Punk #8971,Human,Male,Dark,4,Luxurious Beard,Mohawk Thin,Classic Shades,Earring,,,
8972,Punk #8972,Human,Female,Medium,3,Eye Mask,Black Lipstick,Pigtails,,,,
8973,Punk #8973,Human,Female,Medium,2,Mole,Frumpy Hair,,,,,
8974,Punk #8974,Human,Male,Dark,3,Cigarette,Hoodie,Clown Eyes Green,,,,
8975,Punk #8975,Human,Female,Medium,2,Welding Goggles,Frumpy Hair,,,,,
8976,Punk #8976,Human,Female,Medium,2,Classic Shades,Dark Hair,,,,,
8977,Punk #8977,Human,Female,Medium,4,Crazy Hair,Hot Lipstick,Earring,Cigarette,,,
8978,Punk #8978,Human,Male,Light,3,Chinstrap,Purple Hair,Horned Rim Glasses,,,,
8979,Punk #8979,Human,Male,Albino,2,Normal Beard,Shaved Head,,,,,
8980,Punk #8980,Human,Female,Light,4,Mole,Blue Eye Shadow,Hot Lipstick,Dark Hair,,,
8981,Punk #8981,Human,Male,Light,2,Shadow Beard,Cowboy Hat,,,,,
8982,Punk #8982,Human,Female,Light,4,Mole,Mohawk,Horned Rim Glasses,Purple Lipstick,,,
8983,Punk #8983,Human,Female,Light,2,Earring,Cigarette,,,,,
8984,Punk #8984,Human,Male,Light,3,Messy Hair,Front Beard Dark,Earring,,,,
8985,Punk #8985,Human,Male,Dark,4,Eye Mask,Gold Chain,Front Beard Dark,Do-rag,,,
8986,Punk #8986,Human,Female,Albino,2,Blue Eye Shadow,Straight Hair Dark,,,,,
8987,Punk #8987,Human,Male,Light,2,Chinstrap,Nerd Glasses,,,,,
8988,Punk #8988,Human,Male,Light,3,Front Beard,Cap,Earring,,,,
8989,Punk #8989,Human,Female,Medium,3,Blue Eye Shadow,Blonde Short,Earring,,,,
8990,Punk #8990,Human,Male,Medium,3,Peak Spike,Pipe,VR,,,,
8991,Punk #8991,Human,Male,Dark,2,Cap Forward,Regular Shades,,,,,
8992,Punk #8992,Human,Male,Dark,4,Handlebars,Big Shades,Earring,Mohawk,,,
8993,Punk #8993,Human,Male,Light,3,Clown Eyes Blue,Luxurious Beard,Wild Hair,,,,
8994,Punk #8994,Human,Female,Dark,3,Tiara,Clown Eyes Blue,Cigarette,,,,
8995,Punk #8995,Human,Male,Light,3,Eye Mask,Mustache,Shaved Head,,,,
8996,Punk #8996,Human,Male,Dark,3,Cigarette,Earring,Knitted Cap,,,,
8997,Punk #8997,Human,Female,Dark,3,Blue Eye Shadow,Hot Lipstick,Blonde Bob,,,,
8998,Punk #8998,Human,Male,Light,3,Clown Nose,Frown,Purple Hair,,,,
8999,Punk #8999,Human,Female,Light,4,Clown Eyes Green,Blonde Short,Purple Lipstick,Earring,,,
9000,Punk #9000,Human,Female,Dark,3,Blonde Short,Hot Lipstick,Cigarette,,,,
9001,Punk #9001,Human,Female,Dark,3,Clown Nose,Bandana,Nerd Glasses,,,,
9002,Punk #9002,Human,Male,Medium,3,Normal Beard Black,Classic Shades,Mohawk Dark,,,,
9003,Punk #9003,Human,Female,Albino,3,Black Lipstick,Mohawk Thin,Cigarette,,,,
9004,Punk #9004,Human,Male,Albino,2,Stringy Hair,Nerd Glasses,,,,,
9005,Punk #9005,Human,Male,Medium,2,Classic Shades,Clown Hair Green,,,,,
9006,Punk #9006,Human,Female,Light,2,Big Shades,Wild Blonde,,,,,
9007,Punk #9007,Human,Male,Medium,2,Mohawk Thin,Clown Eyes Green,,,,,
9008,Punk #9008,Human,Male,Medium,4,Frown,Mohawk Thin,Goat,Regular Shades,,,
9009,Punk #9009,Human,Male,Albino,3,Cigarette,Nerd Glasses,Cowboy Hat,,,,
9010,Punk #9010,Human,Male,Medium,3,Police Cap,Earring,VR,,,,
9011,Punk #9011,Human,Male,Dark,4,Muttonchops,Earring,Top Hat,Small Shades,,,
9012,Punk #9012,Human,Male,Dark,3,Frumpy Hair,Earring,Medical Mask,,,,
9013,Punk #9013,Human,Female,Dark,2,Dark Hair,Cigarette,,,,,
9014,Punk #9014,Human,Female,Dark,4,Black Lipstick,Green Eye Shadow,Straight Hair,Cigarette,,,
9015,Punk #9015,Human,Male,Light,3,Cap,Earring,Pipe,,,,
9016,Punk #9016,Human,Male,Albino,4,Stringy Hair,Chinstrap,Horned Rim Glasses,Smile,,,
9017,Punk #9017,Human,Male,Dark,3,Shadow Beard,Do-rag,Small Shades,,,,
9018,Punk #9018,Human,Male,Medium,4,Peak Spike,Handlebars,Classic Shades,Earring,,,
9019,Punk #9019,Human,Male,Light,4,Bandana,Medical Mask,VR,Big Beard,,,
9020,Punk #9020,Human,Female,Medium,3,Eye Mask,Dark Hair,Purple Lipstick,,,,
9021,Punk #9021,Human,Female,Dark,4,Red Mohawk,Green Eye Shadow,Hot Lipstick,Cigarette,,,
9022,Punk #9022,Human,Male,Light,3,Frumpy Hair,Frown,Muttonchops,,,,
9023,Punk #9023,Human,Female,Light,2,Purple Eye Shadow,Headband,,,,,
9024,Punk #9024,Human,Male,Medium,4,Mohawk Thin,Classic Shades,Mustache,Earring,,,
9025,Punk #9025,Human,Male,Light,3,Frumpy Hair,Muttonchops,Earring,,,,
9026,Punk #9026,Human,Male,Medium,4,Front Beard,Bandana,Classic Shades,Earring,,,
9027,Punk #9027,Human,Female,Medium,3,Black Lipstick,Frumpy Hair,Nerd Glasses,,,,
9028,Punk #9028,Human,Female,Light,1,Pipe,,,,,,
9029,Punk #9029,Human,Female,Albino,2,Mohawk,Purple Lipstick,,,,,
9030,Punk #9030,Human,Female,Dark,3,Black Lipstick,Frumpy Hair,Regular Shades,,,,
9031,Punk #9031,Human,Male,Albino,2,Cap Forward,Big Shades,,,,,
9032,Punk #9032,Human,Male,Medium,5,Gold Chain,Earring,Horned Rim Glasses,Knitted Cap,Mole,,
9033,Punk #9033,Human,Male,Albino,2,Stringy Hair,Eye Patch,,,,,
9034,Punk #9034,Human,Female,Medium,4,Horned Rim Glasses,Hot Lipstick,Wild Blonde,Earring,,,
9035,Punk #9035,Human,Female,Dark,3,Mohawk,Green Eye Shadow,Earring,,,,
9036,Punk #9036,Human,Male,Medium,5,Frumpy Hair,Frown,Shadow Beard,Earring,VR,,
9037,Punk #9037,Human,Female,Light,5,Mole,Black Lipstick,Clown Eyes Green,Half Shaved,Cigarette,,
9038,Punk #9038,Human,Male,Dark,5,Crazy Hair,Smile,Medical Mask,Eye Patch,Big Beard,,
9039,Punk #9039,Human,Male,Medium,3,Messy Hair,Buck Teeth,Regular Shades,,,,
9040,Punk #9040,Human,Male,Medium,3,Stringy Hair,Chinstrap,Horned Rim Glasses,,,,
9041,Punk #9041,Human,Female,Dark,3,Black Lipstick,Bandana,Earring,,,,
9042,Punk #9042,Human,Female,Dark,4,Blue Eye Shadow,Wild Hair,Purple Lipstick,Earring,,,
9043,Punk #9043,Human,Female,Medium,3,Pipe,Frumpy Hair,Clown Eyes Blue,,,,
9044,Punk #9044,Human,Female,Light,4,Messy Hair,Black Lipstick,Green Eye Shadow,Cigarette,,,
9045,Punk #9045,Human,Male,Light,3,Muttonchops,Headband,Eye Patch,,,,
9046,Punk #9046,Human,Male,Light,4,Fedora,Classic Shades,Earring,Smile,,,
9047,Punk #9047,Human,Male,Albino,2,Bandana,Shadow Beard,,,,,
9048,Punk #9048,Human,Male,Albino,2,Front Beard Dark,Purple Hair,,,,,
9049,Punk #9049,Human,Male,Light,4,Bandana,Clown Eyes Blue,Luxurious Beard,Silver Chain,,,
9050,Punk #9050,Human,Female,Dark,4,Black Lipstick,Classic Shades,Stringy Hair,Rosy Cheeks,,,
9051,Punk #9051,Human,Male,Medium,3,Earring,Crazy Hair,Pipe,,,,
9052,Punk #9052,Human,Female,Medium,3,Blue Eye Shadow,Gold Chain,Blonde Bob,,,,
9053,Punk #9053,Human,Female,Light,4,Mole,Tassle Hat,Vape,Earring,,,
9054,Punk #9054,Human,Male,Dark,4,Purple Hair,Horned Rim Glasses,Big Beard,Mole,,,
9055,Punk #9055,Human,Male,Light,3,Cigarette,Frumpy Hair,Mole,,,,
9056,Punk #9056,Human,Male,Light,4,Bandana,Shadow Beard,Smile,Mole,,,
9057,Punk #9057,Human,Female,Dark,2,Pigtails,Purple Lipstick,,,,,
9058,Punk #9058,Human,Female,Albino,2,Pigtails,Earring,,,,,
9059,Punk #9059,Human,Male,Light,3,Big Shades,Front Beard Dark,Headband,,,,
9060,Punk #9060,Human,Male,Dark,2,Cigarette,Clown Hair Green,,,,,
9061,Punk #9061,Human,Male,Dark,4,Mustache,Earring,Horned Rim Glasses,Mohawk Dark,,,
9062,Punk #9062,Human,Male,Medium,1,Handlebars,,,,,,
9063,Punk #9063,Human,Female,Light,2,Mole,Orange Side,,,,,
9064,Punk #9064,Human,Female,Light,3,Wild White Hair,Welding Goggles,Earring,,,,
9065,Punk #9065,Human,Male,Medium,4,Cigarette,Bandana,Front Beard Dark,Mole,,,
9066,Punk #9066,Human,Female,Dark,4,Big Shades,Black Lipstick,Straight Hair,Cigarette,,,
9067,Punk #9067,Human,Female,Dark,3,Big Shades,Straight Hair,Cigarette,,,,
9068,Punk #9068,Human,Female,Dark,4,Tassle Hat,Pipe,Purple Lipstick,Earring,,,
9069,Punk #9069,Human,Male,Light,3,Cigarette,Normal Beard Black,Purple Hair,,,,
9070,Punk #9070,Human,Male,Dark,3,Cigarette,Handlebars,Knitted Cap,,,,
9071,Punk #9071,Human,Female,Light,3,Hot Lipstick,Half Shaved,Cigarette,,,,
9072,Punk #9072,Human,Male,Light,2,Chinstrap,Clown Hair Green,,,,,
9073,Punk #9073,Human,Female,Light,3,Black Lipstick,Horned Rim Glasses,Frumpy Hair,,,,
9074,Punk #9074,Human,Female,Albino,2,Tassle Hat,Eye Mask,,,,,
9075,Punk #9075,Human,Male,Dark,2,Mohawk Thin,Eye Patch,,,,,
9076,Punk #9076,Human,Male,Dark,3,Shadow Beard,Vape,Knitted Cap,,,,
9077,Punk #9077,Human,Male,Albino,3,Clown Nose,Earring,Mohawk,,,,
9078,Punk #9078,Human,Female,Light,3,Half Shaved,Earring,Clown Eyes Blue,,,,
9079,Punk #9079,Human,Male,Light,3,Shadow Beard,Eye Patch,Cowboy Hat,,,,
9080,Punk #9080,Human,Male,Medium,4,Frumpy Hair,Big Shades,Mustache,Smile,,,
9081,Punk #9081,Human,Female,Dark,3,Pigtails,Earring,Cigarette,,,,
9082,Punk #9082,Human,Male,Medium,3,Bandana,Big Shades,Shadow Beard,,,,
9083,Punk #9083,Human,Male,Light,3,Hoodie,Horned Rim Glasses,Smile,,,,
9084,Punk #9084,Human,Male,Medium,4,Muttonchops,Earring,Rosy Cheeks,Mohawk,,,
9085,Punk #9085,Human,Male,Medium,2,Front Beard,Cap,,,,,
9086,Punk #9086,Human,Female,Light,3,Orange Side,Vape,Horned Rim Glasses,,,,
9087,Punk #9087,Human,Male,Dark,2,Police Cap,Classic Shades,,,,,
9088,Punk #9088,Human,Male,Dark,3,Earring,Headband,Mole,,,,
9089,Punk #9089,Human,Male,Light,2,Cap Forward,Frown,,,,,
9090,Punk #9090,Human,Male,Light,4,Frown,Front Beard Dark,Earring,Shaved Head,,,
9091,Punk #9091,Human,Female,Light,2,Bandana,Eye Patch,,,,,
9092,Punk #9092,Human,Male,Albino,3,Hoodie,Eye Patch,Big Beard,,,,
9093,Punk #9093,Human,Male,Light,4,Chinstrap,Fedora,Earring,Eye Patch,,,
9094,Punk #9094,Human,Male,Medium,4,Eye Mask,Peak Spike,Shadow Beard,Earring,,,
9095,Punk #9095,Human,Female,Light,2,Purple Eye Shadow,Frumpy Hair,,,,,
9096,Punk #9096,Human,Male,Light,4,Big Shades,Silver Chain,Wild Hair,Goat,,,
9097,Punk #9097,Human,Male,Light,5,Wild Hair,Vape,Earring,Nerd Glasses,Smile,,
9098,Punk #9098,Human,Male,Albino,2,Clown Hair Green,Regular Shades,,,,,
9099,Punk #9099,Human,Male,Light,4,Cigarette,Mustache,Earring,Crazy Hair,,,
9100,Punk #9100,Human,Male,Dark,3,Normal Beard Black,Hoodie,Eye Patch,,,,
9101,Punk #9101,Human,Male,Medium,4,Cigarette,Bandana,Earring,Nerd Glasses,,,
9102,Punk #9102,Human,Female,Light,3,Clown Eyes Green,Clown Hair Green,Purple Lipstick,,,,
9103,Punk #9103,Human,Male,Medium,2,Mustache,Mohawk,,,,,
9104,Punk #9104,Human,Male,Light,3,Hoodie,Handlebars,VR,,,,
9105,Punk #9105,Human,Female,Light,3,Clown Nose,Silver Chain,Mohawk Dark,,,,
9106,Punk #9106,Human,Male,Medium,4,Stringy Hair,Cigarette,Front Beard,Regular Shades,,,
9107,Punk #9107,Human,Female,Light,3,Clown Nose,Black Lipstick,Mohawk Dark,,,,
9108,Punk #9108,Human,Male,Dark,3,Normal Beard Black,Earring,Shaved Head,,,,
9109,Punk #9109,Human,Female,Light,3,Black Lipstick,Wild Blonde,Earring,,,,
9110,Punk #9110,Human,Male,Medium,4,Frown,Muttonchops,Earring,Mohawk,,,
9111,Punk #9111,Human,Female,Medium,2,Knitted Cap,Big Shades,,,,,
9112,Punk #9112,Human,Male,Light,3,Buck Teeth,Shadow Beard,Mohawk Dark,,,,
9113,Punk #9113,Human,Male,Albino,4,Cigarette,Frumpy Hair,Frown,Shadow Beard,,,
9114,Punk #9114,Human,Male,Light,3,Frumpy Hair,Earring,Mole,,,,
9115,Punk #9115,Human,Male,Medium,3,Mohawk Thin,Muttonchops,3D Glasses,,,,
9116,Punk #9116,Human,Male,Dark,2,Luxurious Beard,Do-rag,,,,,
9117,Punk #9117,Human,Male,Light,3,Normal Beard Black,Mohawk Thin,Earring,,,,
9118,Punk #9118,Human,Male,Medium,2,Purple Hair,Regular Shades,,,,,
9119,Punk #9119,Human,Male,Albino,3,Shadow Beard,Classic Shades,Do-rag,,,,
9120,Punk #9120,Human,Female,Light,3,Tassle Hat,Pipe,Purple Lipstick,,,,
9121,Punk #9121,Human,Male,Light,4,Cap Forward,Shadow Beard,Earring,Nerd Glasses,,,
9122,Punk #9122,Human,Male,Medium,3,Frumpy Hair,Eye Mask,Luxurious Beard,,,,
9123,Punk #9123,Human,Male,Dark,3,Frumpy Hair,Shadow Beard,Eye Patch,,,,
9124,Punk #9124,Human,Male,Dark,4,Shadow Beard,Silver Chain,Classic Shades,Shaved Head,,,
9125,Punk #9125,Human,Female,Medium,3,Clown Nose,Big Shades,Wild Blonde,,,,
9126,Punk #9126,Human,Female,Medium,4,Clown Eyes Green,Frumpy Hair,Purple Lipstick,Earring,,,
9127,Punk #9127,Human,Female,Dark,3,Messy Hair,Earring,Cigarette,,,,
9128,Punk #9128,Human,Male,Medium,4,Wild Hair,Classic Shades,Earring,Normal Beard,,,
9129,Punk #9129,Human,Male,Light,3,Beanie,Muttonchops,Eye Patch,,,,
9130,Punk #9130,Human,Male,Dark,3,Front Beard,Purple Hair,Smile,,,,
9131,Punk #9131,Human,Female,Light,3,Black Lipstick,Crazy Hair,Earring,,,,
9132,Punk #9132,Human,Male,Dark,3,Cigarette,Earring,Mohawk,,,,
9133,Punk #9133,Human,Male,Dark,3,Luxurious Beard,Top Hat,Clown Eyes Green,,,,
9134,Punk #9134,Human,Female,Light,3,Mohawk,Eye Patch,Purple Lipstick,,,,
